tracking_id,L027,L072,L078,L140,L102,L115,L133,L137,L149,L074,N048,N068,N090,N098,L005,L101,L062,L031
TONSL,1.04607,1.62735,1.48278,2.4876,1.30273,1.15983,2.21701,0.841617,2.07132,1.02196,1.15398,1.49059,0.98021,1.05848,0.633452,1.1648,1.568,1.38083
TONSL-AS1,0.0635048,0,0.0305666,0.17966,0,0.0978669,0.0944515,0.11031,0.10594,0,0.0573162,0.0282277,0.0855645,0.0693673,0.0491591,0.032033,0.0804016,0
TOP1,16.9366,15.0137,14.2693,16.232,15.7842,12.2963,23.5748,12.7104,19.9071,18.5054,19.9118,17.2798,22.5854,25.6794,23.9592,12.2535,15.5673,12.0046
TOP1MT,19.592,20.4555,16.4784,22.6226,22.7438,32.0002,12.2312,22.1239,8.91544,16.6932,19.6974,25.6626,13.8187,15.2326,19.0781,20.6578,16.4592,19.7015
TOP1P1,0.222412,0.136807,0.110652,0.228088,0.19255,0.184824,0.122419,0.0716118,0.225487,0.0831521,0.0715962,0.204233,0.168024,0.107143,0.141227,0.0943445,0.260779,0.144217
TOP1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOP2A,1.23361,4.15122,8.02474,1.03587,3.60952,0.394456,20.9153,2.31868,6.8477,6.10126,2.29924,0.981775,1.84926,3.00949,2.60891,4.23235,3.43186,6.7043
TOP2B,58.9169,37.4981,48.174,27.3072,48.6047,43.5644,35.215,24.6269,38.8528,46.0645,23.1803,47.7927,28.3126,26.0308,27.7588,28.5925,39.3794,29.1796
TOP3A,5.07988,4.72434,5.53156,6.22498,4.85843,3.98392,6.6024,4.44895,5.54803,5.09065,3.81197,5.49763,4.49516,4.44188,3.81096,5.17233,6.74776,3.28876
TOP3B,5.0007,5.97287,4.64563,11.3391,5.19455,5.85267,5.21293,5.65649,7.55248,4.46334,5.72746,9.33114,8.34752,9.29101,2.68486,4.27192,7.84126,3.0636
TOPAZ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOPBP1,10.1621,11.8608,10.7688,12.0184,10.1538,8.7549,14.3427,10.4728,14.3503,9.91753,8.24972,10.288,9.79927,9.75211,6.51015,10.061,14.3194,9.58478
TOPORS,5.88813,10.1201,6.90541,6.05378,7.93352,6.35581,8.75978,19.3212,8.20776,8.69716,16.4115,6.21351,16.0494,17.1249,17.2186,15.8937,7.58202,12.0102
TOPORS-AS1,30.8096,23.2025,18.8009,24.5402,31.7598,52.2719,24.2323,32.2435,13.247,29.2275,26.7503,26.7214,17.7766,24.0497,27.6157,34.0392,21.7499,30.9349
TOR1A,25.66,13.8705,25.4807,9.29691,21.8466,23.9279,22.2229,10.0013,14.5603,24.0959,11.3083,16.3861,10.7639,14.4134,15.5623,11.6135,14.528,15.2186
TOR1AIP1,18.3045,15.9005,21.2872,13.0118,20.9075,16.1086,18.2837,27.6509,16.2474,19.259,42.5924,15.3733,35.251,36.9641,51.5779,26.903,15.5341,21.5808
TOR1AIP2,3.52069,5.02737,3.52184,4.36067,4.32481,2.61964,3.45628,7.70018,5.33392,4.82779,7.93911,4.53431,7.16649,6.72286,6.58679,6.11622,5.09296,3.43317
TOR1B,9.92854,6.23241,13.0568,5.1615,9.68442,10.9921,8.83569,5.14785,6.97322,8.97875,9.87207,7.3634,7.11507,11.8438,10.8329,5.68194,6.66557,7.42738
TOR2A,11.9092,13.0418,17.7002,8.80553,14.6724,17.9395,14.8191,7.80131,11.6385,13.7183,6.94186,9.72286,4.94743,5.17448,6.70428,10.6155,10.4055,16.4458
TOR3A,22.1834,20.7705,26.4322,15.2284,23.6814,30.4323,36.628,16.9218,22.6463,27.5272,15.0646,15.4235,12.7627,11.9468,17.3617,21.4232,18.2283,33.916
TOR4A,1.82994,1.18403,6.37868,0.576727,2.09256,1.51949,2.64446,0.356886,2.10789,2.21178,0.788177,1.04856,1.26455,0.942174,1.71323,0.777231,1.29145,1.05695
TOX,4.99116,10.9235,10.1073,3.8638,8.25854,5.66673,7.7149,10.5676,11.2053,7.81268,12.5508,4.83714,11.6483,11.8229,7.88965,11.9472,8.22135,19.8859
TOX2,1.22685,2.74649,3.17303,1.11375,1.4044,1.70232,3.681,1.02288,3.13497,3.43054,2.21599,2.90009,1.48785,1.58538,1.09096,2.15779,1.87802,2.38213
TOX3,0,0.00498259,0,0,0,0,0,0,0,0,0,0,0.00494488,0,0,0,0,0.0122531
TOX4,17.7034,14.8617,21.4039,11.9794,17.5376,18.3136,18.2196,13.6059,14.4036,19.9271,16.3459,17.4519,15.6584,17.6273,17.7235,15.7865,15.4493,17.5171
TP53,20.2893,14.4992,21.2522,16.3734,14.3038,12.6196,23.0326,12.199,19.6046,17.4665,11.9758,18.1483,18.8127,17.2508,10.6679,9.18785,16.4448,10.2739
TP53AIP1,0,0.0049691,0,0,0,0,0,0.0370576,0.0124463,0,0.0186054,0,0.0343011,0,0,0,0,0
TP53BP1,5.27267,3.67027,4.43504,5.63128,4.7986,3.57331,4.46967,2.87403,6.25069,4.80461,2.30484,5.70936,2.95153,2.68278,1.53668,3.26503,5.59513,2.51266
TP53BP2,9.52698,10.938,7.80667,8.76576,9.21793,6.12085,9.3864,16.0215,9.84041,8.53798,21.9625,8.36995,20.4494,33.1755,23.2308,11.7426,9.29892,9.08745
TP53I11,2.57587,5.35768,3.71841,0.908441,2.49203,4.98071,1.42475,1.6074,1.87249,3.01518,2.66926,3.03267,2.07398,2.37079,4.79304,4.6787,2.87853,23.3508
TP53I13,12.077,16.1327,15.7326,23.7253,12.8333,18.43,15.2722,15.0497,25.3317,13.3932,19.114,14.435,14.7676,15.589,10.7665,14.3328,15.6571,20.4909
TP53I3,0.259399,0.36815,1.07952,0.312486,1.51665,0.383091,1.04419,0.248553,0.682975,0.8769,0.412713,0.302647,0.338391,0.125484,0.279757,0.178696,0.280599,0.683806
TP53INP1,5.42692,15.8278,10.0614,16.2901,15.0201,15.204,15.5242,12.2083,22.0265,12.1643,25.6072,6.85562,16.0963,11.4687,13.0051,11.5597,13.4493,15.96
TP53INP2,0.519642,2.3797,1.02989,1.83662,2.05947,0.71329,2.45035,5.71261,2.04465,1.49164,10.6988,0.749977,5.99124,10.5187,7.74233,2.51879,1.76484,2.24901
TP53RK,6.31731,7.90198,6.3448,6.56389,7.55804,7.01986,7.013,8.98627,6.64906,7.24849,12.2891,6.14667,12.6,13.1669,16.1203,10.9777,6.02141,12.5835
TP53TG1,21.0276,17.8508,19.9926,11.3194,22.712,39.4426,20.6916,21.6981,13.4611,21.4986,20.2621,18.0507,10.8716,12.1697,18.3169,21.915,15.6775,32.6372
TP53TG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG3D,0.0387161,0.0516715,0,0.0418461,0.0123634,0.0265444,0.0878608,0,0.0321997,0,0.0233359,0.0114748,0,0.011297,0.0400115,0.0390937,0,0.129609
TP53TG5,0.322184,0.291547,0.174383,0.583528,0.424128,0.351153,0.273319,0.657754,0.522797,0.269543,0.906338,0.554747,0.957236,0.895022,0.767501,0.527462,0.441554,0.51625
TP63,0.0662256,0.319487,0.318709,0.0698014,0.0963657,0.126754,0.507423,0.147291,0.289652,0.396988,0.217194,0.245434,0.213699,0.111182,0.197379,0.358189,0.131909,0.688019
TP73,0.118419,0.355838,0.27591,0.191148,0.144807,0.0474804,0.562796,0.217901,0.372465,0.213585,0.169098,0.162935,0.174722,0.165148,0.183465,0.148331,0.137443,0.337864
TP73-AS1,6.84838,6.72502,3.70155,12.1838,6.04752,5.24554,6.0646,9.15993,7.41937,5.88172,7.43948,6.80578,7.05285,7.00042,7.43465,7.04666,6.4943,5.61795
TPBG,0.0552929,0.0271416,0.259244,0.020526,0.045831,0.0246432,0.0204055,0.0657461,0.113628,0.191797,0.206477,0.0805751,0.0753204,0.0840608,0.117703,0.157236,0.0255657,0.0667509
TPBGL,0.264832,0.911794,0.480948,0.47239,0.342415,0.222199,0.310148,2.10993,0.42237,0.334915,1.44798,0.268479,0.976692,0.498051,0.612817,2.54881,0.385315,2.15304
TPCN1,8.39477,8.25369,6.04675,18.1143,7.73763,6.53465,7.09649,9.92737,9.31524,6.6109,9.45103,14.1128,11.4686,11.9827,8.71485,8.5049,12.0822,5.73415
TPCN2,1.49858,1.61029,2.12629,2.01092,2.46813,1.66648,2.84876,1.87268,2.38732,1.6117,1.82286,2.05947,1.91312,2.15518,1.52058,1.44344,2.41401,1.306
TPD52,8.90354,6.26353,8.11757,5.81522,13.7032,13.3941,10.577,8.28857,7.49801,10.219,10.0538,9.13062,6.98159,5.68197,9.83299,11.1249,6.37387,13.8056
TPD52L1,0.400367,0.214575,0.0854847,0.295228,0.21262,0.205624,0.10066,0.101152,0.197295,0.155756,0.193618,0.162057,0.159565,0.266049,0.213943,0.25145,0.0999462,0.165092
TPD52L2,34.4856,30.6425,40.2709,23.0239,34.4716,36.9096,33.5966,22.6499,23.5422,32.1199,20.1099,31.7131,18.6996,21.6758,27.9096,31.1977,29.325,36.4979
TPD52L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPGS1,15.6458,14.5448,14.7758,16.2122,14.1904,22.185,21.2832,11.8512,13.8903,17.1785,17.271,16.2716,11.1791,19.3149,15.4264,16.5088,12.1681,17.4101
TPGS2,15.2104,18.5783,20.724,12.3602,16.5156,14.1885,21.3775,15.0615,14.9148,17.906,17.7733,16.7286,14.2332,9.74852,15.9497,26.6514,16.2621,25.9583
TPH1,0.0986786,0.0716313,0.0665561,0.56962,0.0567373,0.0304768,0.0504524,0.206481,0.409139,0.0263973,0.151943,0.0789876,0.33747,0.250976,0.0714797,0.0997337,0.166749,0
TPH2,0,0,0,0,0,0,0,0.0073867,0.00612298,0,0,0.00658413,0.00666648,0,0,0,0.0187689,0
TPI1,216.19,151.156,275.564,150.693,195.331,285.193,271.754,191.984,160.711,212.17,136.463,135.265,96.2876,106.843,162.425,228.482,121.585,316.683
TPI1P2,0.237145,0.29496,0.253927,0.178711,0.387204,0.235184,0.269567,0.289004,0.167339,0.344576,0.191051,0.335928,0.221405,0.0616645,0.163677,0.37296,0.244936,0.333413
TPI1P3,0,0,0.030036,0,0,0,0,0,0,0.027832,0,0,0.0140139,0,0,0,0,0
TPK1,6.20313,3.84949,6.69274,5.06765,4.72107,7.52203,5.48473,5.7104,5.64393,6.07467,9.90065,4.77083,7.74333,9.35834,12.2347,8.04128,4.07531,5.32381
TPM1,2.22398,1.73316,2.82554,2.26844,3.02478,2.33053,1.17273,1.82768,1.74504,1.81465,1.15017,3.04698,2.2125,1.72016,1.90212,1.15771,2.49308,1.1573
TPM2,0.283012,1.05857,0.780975,10.8992,0.23128,0.132301,0.218882,1.03846,12.4778,0.38294,2.30983,2.40758,3.2822,2.35561,0.584571,0.405976,3.02069,0.179554
TPM3,273.915,246.45,365.989,169.803,253.296,373.226,261.192,255.295,201.885,289.046,185.721,184.642,135.239,154.413,228.263,298.468,201.212,402.968
TPM3P9,8.77771,5.81066,2.84353,6.815,4.80011,8.38402,3.54876,4.25841,3.96673,3.96207,4.92956,4.32972,4.66557,3.66515,7.02028,8.61544,3.09349,3.55617
TPM4,37.0713,44.7423,73.8472,20.2956,44.0495,58.3598,70.6284,34.7876,48.161,56.683,68.7891,34.5282,58.64,78.1972,68.8746,33.8364,33.5149,38.4844
TPMT,7.14116,5.80417,12.6933,3.35344,7.14129,7.88593,7.43584,5.132,5.48971,6.34237,5.19538,5.71675,3.82793,5.63276,5.73086,7.46572,6.0693,8.43196
TPO,0.0889966,0.109239,0.324613,0.0614049,0.164048,0.0917161,0.0350479,0.152186,0.094577,0.0732377,0.0758922,0.0730806,0.00529914,0.0421047,0.075432,0.124659,0.0448325,0.0458719
TPP1,63.4944,46.0097,91.8738,42.7153,64.9029,58.2782,48.2045,43.3859,48.5062,69.699,27.7635,44.2375,35.1231,26.0082,45.1901,64.0779,45.7365,105.272
TPP2,18.3965,14.5668,10.8091,28.262,11.7461,10.8167,14.286,15.1864,24.7719,15.7395,12.2619,18.1382,23.4196,21.2703,8.49092,11.1363,22.7463,10.452
TPPP,0.361884,0.891492,0.892645,0.38899,0.230441,0.188156,0.229052,1.20007,0.903183,0.891263,2.05536,1.3299,1.1537,2.39669,1.43372,1.19758,0.731434,0.521661
TPPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPPP3,0.293249,0.838925,17.6462,0.014778,0.965338,0.150515,2.25043,0.325438,1.34854,0.899398,0.339282,0.939362,0.230304,0.0479756,1.58735,0.86838,1.64834,0.102185
TPR,19.6986,19.0675,15.1482,29.0229,15.1007,7.72728,19.4629,22.2682,31.1811,12.1754,14.2047,23.7664,19.2895,17.1229,17.5729,22.2731,29.9775,13.0623
TPRA1,9.5207,8.93792,8.78251,9.60464,7.5571,7.56752,9.08436,6.3017,8.29114,7.18939,5.30256,11.4617,6.22198,6.92542,7.65706,6.41094,8.50055,8.21186
TPRG1,0.148516,0.185548,0.246149,0.0493039,0.0978865,0.196248,0.0951349,0.23664,0.214431,0.111698,0.189753,0.13214,0.276135,0.208246,0.259932,0.202026,0.129519,0.601417
TPRG1-AS1,0,0.0281376,0.119788,0,0,0,0,0,0,0.0278456,0,0,0,0,0.0319725,0,0.0262504,0
TPRG1-AS2,0,0,0.103069,0,0,0.0546278,0.135075,0,0,0,0,0,0.0955731,0.0460067,0,0,0,0.358499
TPRG1L,51.1213,52.4241,46.7437,30.0581,42.082,42.1774,32.4207,58.2146,29.0248,45.2878,55.3473,49.7176,50.5102,59.6053,58.0213,59.1194,36.2562,72.4532
TPRKB,28.6937,22.4001,26.2163,16.5264,29.3983,34.9805,32.5238,34.0886,16.4437,27.8837,20.5083,21.029,17.5526,20.0731,28.2441,28.0172,19.0166,30.4153
TPRN,3.96323,4.69334,4.71547,3.67283,3.69793,4.45109,4.30344,3.7141,3.30319,3.93226,3.34575,4.52136,2.33686,2.46454,2.94041,4.5891,3.45617,5.73493
TPRX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRXL,0.00775734,0.0352136,0,0.0379192,0.022305,0,0.0396985,0.0773996,0.0320974,0.00691614,0.049245,0.069004,0.0419165,0.0136241,0.0160694,0.0156907,0.0262263,0.00866216
TPSAB1,0.095445,0.0576463,1.42414,0.128578,0.624698,0,0.0405585,0.0789466,0.0663449,0.22705,0.0287141,0.113133,0.728724,0.639425,0.410462,0.272814,0.0805597,1.02913
TPSB2,0.0491266,0.578518,0.457121,0.0132301,0.972424,0.0336426,0.306117,0.194988,0.614954,0.131477,0,0.0582289,0,0.243194,0.135185,0,0.193488,0.273968
TPSD1,0,0.0863922,0,0.0383232,0.091468,0,0,0,0.0803346,0,0,0,0,0.083102,0,0.0240415,0.0201363,0.0532366
TPSG1,0.017437,0.015791,0,0,0,0,0,0,0.0145666,0,0.0157233,0,0,0,0.0179853,0,0,0
TPST1,1.2418,1.08018,0.349049,1.86723,2.66949,1.7497,1.12493,2.12407,0.449967,0.899604,2.39969,1.28097,1.15685,1.27912,1.45536,1.90077,0.889096,0.606585
TPST2,30.2118,46.1878,46.1692,35.6989,38.4333,66.6544,44.5272,22.381,37.1312,41.5384,26.3866,22.7978,13.4422,17.3085,15.7,37.7657,37.8486,69.7577
TPT1,1921.44,1743.97,1613.19,982.742,2426.48,3229.98,1475.94,2088.48,739.148,1752.48,1878.42,1934.33,1357.11,1753.16,2657.14,2519.56,1295.17,2363.31
TPT1-AS1,2.1694,3.05434,1.93953,3.76342,2.71015,3.03324,2.47954,3.29169,4.56141,1.99886,2.15765,2.56863,2.00497,2.55107,2.55266,2.83278,3.25964,2.83573
TPTE,0,0.00578726,0,0,0,0,0,0,0,0,0,0,0,0,0.00660442,0,0,0
TPTE2,0.0687797,0.050655,0,0.111058,0.049805,0.0164409,0.0502373,0.0121587,0.0312682,0.110422,0.0221081,0.102049,0.0359329,0.0112439,0.144212,0.0182956,0.0523842,0.07164
TPTE2P1,0.00256289,0.00465986,0,0.0125915,0.00491483,0,0.00219094,0.00256569,0.00844097,0,0,0,0.00462384,0.0112883,0,0,0,0
TPTE2P3,0,0,0,0,0,0,0,0.00662205,0,0,0,0,0,0,0,0,0,0
TPTE2P5,0.459151,0.369836,0.299891,0.388407,0.299738,0.304813,0.363065,0.343344,0.474498,0.478912,0.288556,0.520332,0.3077,0.358183,0.252215,0.429892,0.403851,0.210878
TPTE2P6,0,0,0,0,0,0,0.0108692,0,0.0105251,0,0.0173389,0,0,0.00559658,0,0.00644284,0.00538344,0.0213358
TPTEP1,0.658188,0.725469,4.11409,1.34957,1.85464,0.424723,1.26301,1.38611,0.289805,0.287758,0.688435,1.23936,0.232069,0.485807,1.067,1.87654,0.708401,0.230417
TPX2,0.871279,2.86344,5.80972,0.818033,2.88351,0.855561,13.3275,1.78384,4.37802,4.61847,1.58743,0.903038,1.03611,1.03974,1.44681,2.97443,2.3515,5.45158
TRA2A,44.5513,47.0318,42.1268,47.9224,52.3892,39.9303,44.9356,51.0308,41.6695,44.7848,49.4859,55.9749,49.2122,46.615,31.0151,47.0517,49.4711,47.8799
TRA2B,35.878,48.0284,37.9637,44.4656,40.6902,32.1429,53.2402,79.5231,35.6426,37.1212,55.3377,37.3013,47.1253,52.7238,41.7507,54.4297,42.6658,44.5631
TRABD,22.9145,25.9647,27.4772,77.5146,21.1297,30.0251,31.2595,23.6354,58.515,29.5391,38.5093,30.1315,44.4131,50.9222,21.2856,22.3962,35.4403,23.4866
TRABD2A,93.4142,66.3022,31.6083,104.094,73.3705,52.1069,46.1188,104.095,56.0185,56.255,62.3331,150.801,55.5499,71.8231,48.8905,84.8933,73.1332,35.0746
TRABD2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRADD,88.3192,71.1096,93.0139,82.9657,67.4521,144.286,85.8182,65.0817,69.2666,97.5312,31.8474,60.6646,32.0892,38.4965,33.2748,62.5789,62.2418,86.6961
TRAF1,9.94493,12.6785,10.2846,32.9406,6.5284,6.48606,9.29782,13.9236,26.504,9.96002,26.1207,15.3092,35.8166,33.1431,27.6346,14.1523,16.5487,10.1949
TRAF2,8.42544,10.1503,7.23092,12.1807,7.53702,10.4085,11.8134,9.13628,11.4289,8.34869,10.8651,7.44683,7.30381,7.31118,9.75505,8.15545,8.16841,8.48033
TRAF3,9.78427,10.8309,7.68628,7.53794,8.49043,9.65625,11.776,7.63913,8.97119,10.3386,9.96844,8.13586,12.1042,13.0777,13.151,8.33284,7.58336,7.72661
TRAF3IP1,4.30842,4.55988,3.67767,4.23413,4.48715,3.31327,3.85827,5.15401,3.67317,3.81036,3.68575,5.02813,3.4094,3.83257,4.00886,4.90582,3.84132,3.30187
TRAF3IP2,13.324,8.84742,11.0801,8.36938,11.5961,11.4693,10.1392,13.2004,6.36166,12.0572,13.6201,12.5331,9.79968,10.056,15.9931,13.0378,10.3867,8.4027
TRAF3IP2-AS1,3.45502,2.74011,2.47467,2.94958,3.38871,3.16633,2.93452,2.52731,2.86777,2.78698,2.56219,3.71711,2.46299,1.92779,2.41857,3.15188,2.89787,2.53949
TRAF3IP3,139.525,82.1562,91.9903,108.611,81.2153,128.721,98.0783,68.4762,116.473,116.89,39.3084,140.414,54.4531,48.9185,49.3604,82.3916,107.376,72.2931
TRAF4,2.33569,4.63074,2.23471,3.63836,2.24464,6.14786,4.91863,7.66874,5.08804,3.65168,23.3846,2.01994,10.8921,13.4718,10.0777,3.02337,4.66124,2.67497
TRAF5,12.4534,12.3041,10.392,19.1932,13.0388,13.0863,11.7362,12.7676,16.8016,14.0791,9.30362,13.0922,13.6437,10.0387,9.47186,11.8058,18.6768,10.4367
TRAF6,2.37702,5.43083,3.29473,5.01674,3.28037,2.80802,3.6182,9.93033,5.43549,3.44484,9.22812,2.71373,6.58499,7.39549,5.34133,7.77771,4.63292,7.03067
TRAF7,14.9062,12.6358,19.9613,16.3411,16.3135,17.3254,20.3678,11.7242,13.7833,16.9335,11.9539,15.0002,10.0918,10.6594,13.3962,15.652,13.2826,16.595
TRAFD1,37.2897,28.7007,41.2037,28.5991,29.4341,36.1489,47.389,29.1251,37.9494,40.5062,19.8652,27.6061,19.2575,14.5374,20.6486,32.018,30.1629,37.3122
TRAIP,0.647486,0.873588,1.07932,0.904437,0.637303,0.567713,1.83508,0.61945,0.818998,0.748947,0.737527,0.840527,0.827126,0.860044,0.706585,0.813868,0.687659,1.04529
TRAK1,9.07768,11.3498,13.2401,9.05575,10.6127,10.4326,10.6917,11.4898,10.336,9.41624,17.3058,8.66991,13.5541,11.8041,14.0023,11.9259,11.8526,9.64403
TRAK2,26.7238,17.7507,15.5551,33.2739,19.0217,27.7854,16.1398,29.024,24.5116,23.969,19.6055,13.6327,18.3544,18.9519,27.3776,27.2067,20.0625,21.9459
TRAM1,129.834,100.797,160.733,57.796,112.538,140.558,92.2986,110.136,83.4457,153.716,120.811,80.1089,101.679,111.999,173.195,153.026,85.3417,206.973
TRAM1L1,0.0087356,0.00792885,0,0,0.0167439,0,0,0,0.0072359,0,0.0158352,0.0155401,0,0.00766656,0,0,0.0221466,0
TRAM2,2.29513,4.94773,4.92821,4.28609,3.0873,3.14398,6.69124,4.58652,4.85482,5.54034,6.40092,3.57108,4.37816,3.75053,4.22465,3.90118,4.55036,8.08741
TRAM2-AS1,0.468201,0.758589,1.02011,0.886291,1.07634,0.81818,0.765865,0.932145,0.684745,0.908274,0.523323,0.783076,0.601706,0.694294,0.738995,0.740472,0.982424,1.42522
TRANK1,20.2334,12.8941,15.7002,16.8202,13.064,13.9811,18.4499,11.8539,24.6128,20.357,7.95808,10.8056,11.0653,10.0784,8.89617,13.9694,18.2512,11.7734
TRAP1,28.395,20.5063,23.6223,37.8734,22.8102,28.3731,33.0481,16.2071,26.462,26.6975,11.8953,24.548,13.4123,13.1724,10.6077,19.101,24.0197,23.3991
TRAPPC1,155.944,142.61,182.838,114.581,160.309,248.507,169.604,118.899,113.028,182.701,93.7554,139.154,70.3029,70.7191,112.44,172.312,109.244,214.209
TRAPPC10,25.1219,25.835,20.0416,28.3541,23.261,21.9886,24.3231,28.2489,28.5073,21.2389,27.7582,22.2796,29.8302,36.4681,23.8104,25.2298,30.1053,26.0934
TRAPPC11,10.0501,7.44062,9.76246,8.78166,8.04229,7.23742,6.58237,5.66176,9.27862,7.94164,4.27635,9.15754,7.12309,7.02266,5.99103,5.87299,10.1292,6.15049
TRAPPC12,16.7209,13.0211,19.5824,17.9393,16.1724,17.6005,16.5461,9.19515,15.7436,16.0115,8.21987,20.8578,9.97153,10.0037,7.23257,10.5293,17.1724,10.5399
TRAPPC13,8.33569,11.0198,8.63235,9.86543,9.22055,8.31292,12.6509,16.3316,10.8204,9.81542,12.0424,7.22013,10.2571,10.4742,14.3703,14.9854,10.8335,13.4968
TRAPPC2,7.76088,7.81915,5.12729,10.4301,8.15718,7.6526,4.68316,6.75398,8.74703,8.09235,5.75656,8.16202,9.74271,7.39536,6.04173,7.22852,9.18528,4.95015
TRAPPC2B,5.30354,8.2703,5.04583,4.55666,7.00745,9.94277,6.7954,10.3527,4.75519,5.0241,16.3954,5.23543,14.5418,12.1227,12.6022,9.83557,5.81431,12.5348
TRAPPC2L,42.6811,35.8475,36.6561,33.1624,36.6278,61.3944,55.7084,56.8882,31.6999,47.2347,46.0783,30.4944,36.0442,42.5872,44.5578,56.5815,36.4467,61.1776
TRAPPC3,41.6832,38.1637,42.0851,25.2885,40.0719,60.1059,52.2949,34.475,27.3773,46.1771,22.7309,32.2145,19.476,23.9459,29.2457,36.1692,31.5622,46.9972
TRAPPC3L,0,0.0157402,0.0167278,0,0.0332913,0,0.044286,0,0,0.0155064,0,0,0,0.0151744,0,0,0,0
TRAPPC4,29.6038,20.5595,24.997,18.0373,20.6758,49.4251,25.0801,28.2554,25.9311,25.5338,35.1126,20.0054,22.3447,27.805,34.6692,27.8876,20.1153,30.7104
TRAPPC5,57.7888,60.7374,79.2694,43.784,57.8558,120.42,84.6455,55.3706,44.7107,80.9307,58.5963,49.4569,36.0044,44.7129,44.9261,62.1795,43.6497,86.6218
TRAPPC6A,79.8787,60.2275,71.7698,65.9152,79.4227,143.439,74.9589,65.1056,41.8701,73.2122,74.426,69.9468,42.2258,53.509,82.2875,83.3192,54.9281,92.9096
TRAPPC6B,3.28482,3.64684,2.97501,5.19068,3.07294,2.82248,2.87396,2.69303,4.94457,3.45941,3.42894,3.61574,3.98414,3.50334,4.85089,2.70889,3.61587,3.03444
TRAPPC8,8.62452,8.3742,8.08335,11.2622,8.01986,6.33143,6.56173,7.06155,11.1671,7.81442,7.94661,8.77176,8.69289,8.25464,8.46722,8.60415,11.6293,6.6355
TRAPPC9,12.0175,10.672,12.0153,11.6876,11.18,12.3205,9.02914,12.4476,9.42031,12.0123,10.7269,10.7766,13.5589,15.0798,14.324,14.3597,9.26963,14.6457
TRAT1,105.735,39.6482,66.6053,89.0582,98.4509,161.709,39.2428,42.1574,71.998,83.3395,46.8362,65.67,61.0344,70.9844,92.8442,54.8137,62.6507,53.0978
TRDMT1,1.4889,0.930554,0.979005,0.808395,0.964868,0.989723,0.617182,0.759487,1.06762,1.11761,0.615617,1.00668,1.04974,1.10876,1.1499,0.910269,0.79479,0.893306
TRDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREM1,0.19986,0.152005,0.850448,0.260468,3.70075,0.125687,2.44627,0.11055,0.267098,0.258136,5.07802,0.0592462,0.129195,0.0672526,2.9179,0.594678,0.131311,0.0495724
TREM2,0,0,0.0227669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREML1,0,0.487269,0.178286,0.271247,0.31707,0.0149777,0,0.0579009,0.0347315,0.0870061,0.0526448,0.246155,0,0.0340087,0.384643,0.0735294,0.0164499,0.0652266
TREML2,6.28572,1.123,2.52029,2.75887,4.9687,9.33404,2.73562,1.24904,1.36657,4.49724,1.35647,2.21896,0.914517,0.873092,1.18543,0.946232,2.25892,0.668056
TREML3P,0,0.0152656,0.0486675,0.0136107,0.0484267,0.0346207,0,0,0,0,0.0608125,0,0.0454039,0.117756,0.0695546,0.0339964,0.0426706,0
TREML4,0,0.0309957,0.0822727,0,0,0,0,0,0,0.0532812,0.0773842,0.0151868,0.00768625,0.0599448,0,0,0.0144291,0.00953168
TREML5P,4.96237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRERF1,7.83864,12.2385,6.70415,13.9172,9.0553,6.17652,6.2624,14.3053,10.8109,6.47002,15.3724,11.4426,14.3109,14.2015,9.78802,14.6651,10.9176,11.0994
TRERNA1,0,0,0,0,0.0370378,0.118484,0.0325984,0,0,0.034613,0,0,0.0345449,0,0.0395941,0,0,0.0861569
TREX1,13.1098,9.2132,18.2007,11.6944,7.34513,12.4205,17.8962,11.4803,15.7388,17.978,7.8809,7.09325,6.30737,6.86698,11.05,14.4979,11.3463,18.3668
TREX2,0.555198,0.720665,0.158916,2.43997,0.344964,0.323841,0.586859,0.387464,1.11298,0.481859,0.867201,0.893817,1.0651,1.04955,0.371841,0.30284,1.0007,0.133915
TRG-AS1,4.1939,11.8972,4.82768,6.86484,6.05636,7.42783,5.32913,3.83453,6.61423,5.64418,4.16151,6.33954,2.17584,1.52766,2.39791,5.66527,8.32421,10.5208
TRH,0.0283056,0.0171246,0.0545504,0,0.153713,0,0.0241248,0.0752317,0,0,0.188059,0,0.19533,0.455238,0.146483,0.00953736,0,0.0526669
