,L140,L149,L062,N048,N068,N090,N098,L005,L027,L031,L072,L074,L078,L102,L115,L133,L137
PTP4A3,0.035881247492,0.023720655,0.0219294511944,0.013144056000000001,0.018521660080599998,0.024915648,0.0215902706297,0.00205924046201,0.00384734134127,0.00162524756598,0.00603756,0.00291800264143,0.00291597974905,0.00926958441261,0.0038099970000000003,0.006200838109630001,0.00587673671765
CEP250,0.0447379397056,0.036439539,0.0307227120936,0.050523197,0.028078478931299996,0.039297193,0.0463881595869,0.0453332689073,0.0224471424431,0.052788471485,0.033136784,0.034542824114199996,0.0282698880157,0.0372605144603,0.043639969,0.034237438039,0.052343690058000006
UBR4,0.0117310708341,0.009137781,0.00576142491419,0.009006417,0.00412529490433,0.007970575,0.008884486567729999,0.0032584701809,0.00245077223346,0.00130312224818,0.004397166,0.0024422750835100004,0.00196636293335,0.0028365420500999997,0.004008976,0.0034485911242100003,0.00755160171217
MVD,0.116621281271,0.136766071,0.0592740036993,0.09299334599999999,0.025446756184200003,0.172753961,0.18588034380100002,0.014224127009799999,0.0054781295404600005,0.010040576875899999,0.033799185,0.0101213121718,0.005805504710649999,0.0113694529529,0.007837349,0.0136540886682,0.0435310236698
DYNLRB1,0.0028085659051300003,0.002265552,0.00159075369942,0.00101894,0.0012504297337999999,0.002481333,0.00141597612338,0.000651730961533,0.000722829012606,0.000269204056056,0.000989566,0.00048006351715900006,0.000483943471499,0.0006937228511139999,0.00029801,0.00048460964590400004,0.000886246924152
CRY1,0.005620873976489999,0.003814755,0.00380178202539,0.002766169,0.0015769155230099998,0.004010321,0.00442590289822,0.00131916704678,0.0025496414677399996,0.00082304574562,0.0018516770000000001,0.00086753825211,0.0011220803526300002,0.000920532054087,0.00081009,0.0007875849119380002,0.004420456829239999
SPG11,0.0318634702313,0.024181522,0.0199247044486,0.027957337000000002,0.014855479787200001,0.036793913,0.0328919553137,0.023704755089400002,0.00792135069516,0.00859882481597,0.015126922,0.00688166514094,0.0056671916269700005,0.00833969452089,0.007595905,0.0106074239794,0.0229549617056
PLEKHG2,0.0321170003085,0.032780827,0.0202771843021,0.051487797,0.016091309554700003,0.037811119,0.0717971020543,0.00369101826183,0.0117911329696,0.00237457550032,0.006377418,0.00511669186959,0.00495440900666,0.00249817839171,0.0041857629999999995,0.009091158985010001,0.0168203123224
DESI2,0.0133636645279,0.010726265,0.00934177400973,0.005230821,0.00489986279224,0.006998988,0.00729705055501,0.0017351368336199998,0.00466470400964,0.0013051031645299998,0.005116084,0.00271447291694,0.00258141403994,0.00242383558044,0.001907276,0.0036751318214299994,0.00452077289219
RPS6KC1,0.005857103355899999,0.004435120999999999,0.0025469938249899995,0.002694549,0.00161776092073,0.004000135,0.0035368719535500003,0.00324016092518,0.0033594340899500003,0.0014738396705000001,0.0021737320000000003,0.0017844202872500001,0.00122701082096,0.0016824320383800001,0.001531755,0.00164353414418,0.0024887325231
MZT1,0.0142454958978,0.010523303999999999,0.0104573072964,0.005514956999999999,0.009047330698,0.008210393,0.011335008455799999,0.00214733911385,0.00549079913079,0.00112120846681,0.0037198590000000003,0.0051334917258900005,0.00316680511208,0.00792835378862,0.0054214219999999995,0.005829787319170001,0.008783673170370002
ABCC1,0.006326150266399999,0.003238058,0.00337936885923,0.0032481420000000003,0.0018398586546300002,0.004111376,0.00468039126476,0.0009587647269260002,0.00280205901554,0.00043657626621199997,0.001575375,0.000678377161177,0.000890378324531,0.000759211831103,0.000681462,0.0014323336208,0.00275463703387
CXXC1,0.144359598308,0.133558972,0.105872375717,0.11154909,0.06930515099769999,0.150994139,0.168519671965,0.022525461091700002,0.018683945104,0.0029154213313600003,0.04752453400000001,0.012559142443600001,0.013156003944700002,0.0187984191462,0.008922973,0.032135581578,0.06724990525539999
EIF6,0.0156353027401,0.013704028,0.00676828669349,0.008447423,0.00515682659668,0.021518087999999998,0.0159718068456,0.0014435384938599998,0.0015792249661,0.00043990445679000005,0.00480629,0.00215499798831,0.000648522976473,0.00183618566631,0.000585275,0.0018796390165499999,0.00682270753135
CLOCK,0.0115912721813,0.007005273,0.00575882220213,0.00322543,0.00493014701381,0.005852858000000001,0.00400142476963,0.001692955141,0.00883929573618,0.0023164190502199997,0.004304119,0.00404036030815,0.005644650727199999,0.00370854940734,0.004593683,0.00494509387925,0.0020779942251500003
VPS54,0.018243451172,0.012182993999999999,0.0096189302187,0.008983813,0.0059325983128,0.016544145,0.0162987433103,0.005359204572949999,0.007096836468249999,0.0037082476533200005,0.007656665,0.00364329489358,0.00391021463355,0.00545896783122,0.006317329,0.00334930163007,0.00839328205134
MYO5A,0.003815469989420001,0.003376118,0.00291464083733,0.001588969,0.0022054732613499997,0.002652479,0.002541072978,0.00123011550453,0.0034222737927399995,0.0007401828164219999,0.001759885,0.0013648398989699999,0.00153102397594,0.00134223038558,0.00157647,0.00146799708244,0.00221984028461
NOL4L,0.048032769096800015,0.033598599,0.0278937631284,0.010171672,0.0259514447475,0.021370875,0.019658725221099998,0.00426374915311,0.022488850644400003,0.00475412951992,0.011623732,0.0153476864642,0.0156681008123,0.010553875283700002,0.012303729,0.016498800945700002,0.0142010130613
LRRC75A-AS1,0.00350823603957,0.004492512,0.000929619155246,0.0031915470000000003,0.000442128842569,0.0026711190000000004,0.00220786791803,0.000252545854474,0.000125231374365,0.000319592042089,0.000904848,0.000433130733742,0.000136438278734,0.000258287894183,0.000154471,0.0003488198915169999,0.000697331774535
CRIP2,0.10174324082,0.06489070599999999,0.0151843865347,0.064804778,0.0107495277485,0.067734536,0.084305228522,0.0645193841968,0.06693296262130001,0.056809458330899995,0.041955315,0.0645032780582,0.0240517516752,0.0552544369983,0.049043464,0.0723439835641,0.04641477957639999
ZNF710,0.0508123342945,0.052836857,0.0550730986613,0.031539421,0.060797690892900005,0.049104283,0.0368388863087,0.0359713176618,0.0438526978134,0.04787964739659999,0.060051459,0.040325632805,0.023970905609900003,0.0442007234331,0.030575723,0.0391812448346,0.0602687163635
KLF11,0.0473689928017,0.037450535,0.0244589295094,0.011187694,0.0302524770081,0.019321215,0.0208258537372,0.00167910025234,0.010088618745899999,0.0019894973674799998,0.011152183000000001,0.0105160997422,0.005817361363539999,0.0108064476755,0.011038861,0.00727809369461,0.007284817828499999
ZNF180,0.0333532006489,0.024149873,0.021020859719,0.009579365,0.0117021926141,0.016642508,0.0149985377604,0.006881834982939999,0.009300164321049999,0.00305273127827,0.011818386,0.00881408931091,0.00352761531968,0.0036196399754200004,0.0024843079999999997,0.00542575132066,0.013388713870700002
GPX7,0.0897542060929,0.058701578,0.0458406566926,0.049985376,0.0323766761778,0.07978753400000001,0.0671152025441,0.0180234647945,0.014315756802100002,0.0141748107351,0.027397025,0.00934190703167,0.010596635197100001,0.0165413208766,0.0169562,0.019701641499400003,0.0622238686103
SEC63,0.014195663576,0.011023742,0.0057953479303900005,0.003788938,0.00237877417927,0.006101743000000001,0.00554908440676,0.0010314493752999999,0.0013897849537799999,0.00045908102629500005,0.001549234,0.00110523561185,0.00102074934373,0.0008366599733460001,0.000565712,0.00132462952429,0.00305053830017
TRAF4,0.511319719294,0.539956612,0.483733384552,0.25861641,0.19926843386,0.34147174799999996,0.3175344819,0.0704439823465,0.143300379945,0.0893538226484,0.36122583,0.25379439165,0.164162370325,0.21798705120499998,0.16431833,0.187709611842,0.39900197238799995
TC2N,0.0227709627207,0.013716519,0.0120684382336,0.009061592,0.00570828820136,0.018013493000000002,0.018101409953299997,0.00343776034271,0.00289990135068,0.00138885863618,0.006062128000000001,0.002926785644,0.00205253104639,0.00315044113275,0.002957569,0.00415286550353,0.00688280660691
HLA-E,0.0636078728267,0.051221785,0.0293175169142,0.02080136,0.0161547121655,0.027442891,0.027909864333900004,0.004887791499520001,0.0035402192371399997,0.00335480869318,0.011665697,0.00397535900022,0.0034411866294299996,0.0036554864964,0.002590588,0.00949043111865,0.0210708584658
UQCRFS1,0.0184374311836,0.013528685,0.00986988169319,0.002296542,0.008628452152430001,0.00338666,0.00416220551795,0.00130753508854,0.00413341422337,0.0008397630135760001,0.005791061,0.00321357744732,0.0013925088938599999,0.00310275064227,0.002311769,0.00215805931016,0.00372201401545
MCCC1,0.0311946644091,0.023168051000000002,0.0186230750905,0.009752485,0.0129309219716,0.017476584,0.014612221950299998,0.00248373830043,0.0036841010339599997,0.0017694379295899998,0.007953279,0.0027425711760399995,0.00163167653253,0.0021328539645500003,0.000824583,0.0032553137898600005,0.00632781398987
SH3YL1,0.00506802494786,0.01057693,0.00118824396492,0.000469733,0.000473894333381,0.0008742839999999999,0.00155826354327,0.000134589774586,0.000490670524206,6.89983754125e-05,0.00025374,0.00012886412406799998,2.04158296177e-05,0.000121094014964,6.57e-05,0.0004709043739,0.000865174828567
PPARD,0.015287198941,0.01953717,0.0146077900721,0.014637601,0.00970631109188,0.017944269,0.0159051869035,0.00781789022007,0.00717171155178,0.00605558308934,0.009268698,0.00778706570251,0.0058852190381,0.00609701259324,0.005933515,0.00611301013484,0.013008752444
LMBRD2,0.051881173337400006,0.038005147,0.0307387048144,0.022811047,0.021426389397,0.031172919,0.028660528531200002,0.00754443480411,0.008467630518939999,0.00435577327625,0.018121016,0.0100255452976,0.00640496852066,0.00885455746968,0.005985186,0.00990089611404,0.0194554093139
DANCR,0.0521262477737,0.046086010999999996,0.0331808346633,0.012800091000000001,0.016779990186,0.032783592,0.0287697438335,0.00489495592716,0.0126862340642,0.0032748828558600003,0.006546454,0.012633898815299999,0.00637579103657,0.0036092074550100003,0.005603838000000001,0.008824799219,0.012291425656399999
MTA1,0.0429479064233,0.039146607,0.0286433169229,0.017319203000000002,0.0235774543278,0.032498757,0.03609242128969999,0.005124748496560001,0.00674437694166,0.00217367564614,0.011559067,0.00513989466846,0.0038581806838400004,0.006118235891100001,0.004831134,0.00799187554463,0.00951274336611
SPRTN,0.0375720859486,0.030765881000000002,0.0280397418058,0.010073371,0.0109411385993,0.025019707999999998,0.014794912275200002,0.00257693046733,0.015548688875299999,0.0028488372093,0.008777334,0.010797001098299999,0.00532200357782,0.00348418939267,0.004392765,0.0047455703514499995,0.012860069635399998
ATP6V0B,0.130727565685,0.075087207,0.0371299915907,0.0410026,0.024665530113400003,0.062454471,0.0735431867553,0.0149833197849,0.0175160856309,0.00411617573559,0.031885562,0.011155865612000002,0.0126875338358,0.0154651462121,0.007788171,0.015052252749700002,0.0458518764867
MED17,0.057522327473300015,0.069435645,0.0556514547799,0.02717215,0.0256173628521,0.04822609,0.0418339454294,0.014105769124100002,0.0226338097084,0.0100325612043,0.040389699,0.034839163212699996,0.0272616099064,0.0232663687975,0.018858805,0.043103057669199994,0.0417621425811
PIP4K2C,0.022649229494,0.019351453,0.0152270820582,0.006240109000000001,0.00859517185557,0.016276119,0.014039260905599999,0.00162656308113,0.00188218121342,0.000265660327003,0.005364253,0.00455487059777,0.00327176766535,0.00315561358465,0.002193639,0.00245749907425,0.00830224262621
CNIH4,0.051615518952,0.031469383999999996,0.0298609835565,0.010216165,0.019847949927,0.025834922000000003,0.0214206393701,0.0031849466906,0.00603272580809,0.0017047254297799998,0.012706749,0.0054342185604700005,0.00256210545968,0.00455533126209,0.00179875,0.00473292238733,0.0116259157377
BRAF,0.00539084436721,0.005981493,0.00402848854628,0.006478235,0.0032858364447900003,0.006632995,0.006941014632579999,0.00204833139232,0.0070544237575200005,0.00203297127504,0.003725429,0.00156983065022,0.00402084494376,0.0032269877261699997,0.003881232,0.00342830091227,0.00449026003504
ZNF839,0.135099709015,0.110036963,0.0951378913219,0.045463762000000005,0.07194413357389999,0.076982628,0.0626606229127,0.0133973364343,0.0209262363752,0.00870346021569,0.037035551,0.022063130960400003,0.0195397855533,0.0203066190521,0.006732978000000001,0.017980623342400002,0.04866188742190001
CNPY4,0.185260717771,0.167130657,0.132258315001,0.130663845,0.0825275740356,0.179107135,0.15080317571,0.0660688607021,0.03691204089,0.0448396539609,0.082219758,0.0413082214843,0.026878596797599998,0.0344967619027,0.015959031000000002,0.0516900401304,0.120660731363
ODC1,0.025672212467,0.02844142,0.022200392661700003,0.003077683,0.022232946863199998,0.00782868,0.007391087815899999,0.000675924559339,0.0181221204462,0.00101822610562,0.014299436,0.00817038270612,0.004738500646270001,0.00732413809327,0.009537317,0.00639027932228,0.005479535017050001
PHACTR4,0.017876587537,0.014069298000000001,0.0120944240188,0.009032999,0.005427955963229999,0.014385188,0.0127259190725,0.0008987904552469999,0.00251743078761,0.00171978587631,0.00533064,0.000760278295571,0.00128795609725,0.0010405999626799999,0.001798382,0.00350323299429,0.00502804927679
ATHL1,0.229916595811,0.19231598600000002,0.21069300023,0.193689219,0.191867776844,0.226405424,0.243428466717,0.027896701383000003,0.0558564819515,0.027646126406099997,0.127789305,0.0613544093651,0.0442890443322,0.079707353888,0.08311328700000001,0.09312007136510002,0.129929532712
RPN1,0.00708785744463,0.0030205320000000003,0.00238448746548,0.002785386,0.00135343978435,0.00358176,0.00361403863866,0.000662455078468,0.0008605212668860001,0.000268371553068,0.0015029720000000002,0.0005823575170669999,0.00040576653520400005,0.000806410426726,0.000507449,0.000914567121774,0.00420573513935
ZFPM1,0.00745329195777,0.010115825,0.004631280813260001,0.008775996999999999,0.0026815223908699995,0.025388154,0.028009070117099997,0.00432733419144,0.00292560840719,0.00154002470554,0.002346646,0.00225782474007,0.0018246438384300003,0.00184729206091,0.001831943,0.00529122538071,0.005488708044649999
WASH7P,0.221321502689,0.178891456,0.15452540250299998,0.046530637,0.121912508077,0.11568832300000001,0.0696922582332,0.0300083710405,0.030537629492200003,0.0160491047777,0.052882265,0.033478244537999996,0.0286020445899,0.0536552749818,0.018819871000000002,0.0562697372099,0.045904006764699995
RRP8,0.091143331233,0.09128166300000001,0.0544269298813,0.044741271,0.0352518387421,0.096396059,0.093307375856,0.018957202473099996,0.023461451273400002,0.006632854111069999,0.038141966,0.0222168087168,0.0173007303049,0.0312510843853,0.027645867,0.042509442737400004,0.07955979720669999
SLC9A8,0.0353708991871,0.029604396,0.032919061672000004,0.021733951,0.0156434853219,0.031397735,0.030723624059099997,0.009391478533009999,0.0160187904777,0.0100601735291,0.01735955,0.011083077505999999,0.0132589393034,0.0106281331143,0.004615134,0.018550613874599997,0.0252655759425
ACAP1,0.0332173723981,0.035264268,0.0247160863641,0.007226737,0.0139753313264,0.013729198,0.010647603067000001,0.00121900877493,0.00275282529307,0.00098422319931,0.007257823,0.00235267883757,0.00218278985106,0.00223099128221,0.001341875,0.00401429425434,0.006473057688119999
SLC3A2,0.0367997222916,0.032780418,0.025870998955900004,0.005452959,0.0176716257933,0.013562006000000001,0.0128927111769,0.00210199109224,0.0121387708193,0.00117252439944,0.012357076000000002,0.005395709074470001,0.00462685175848,0.00937817220689,0.012395805,0.007485590739149999,0.0077765484227
NUPL2,0.17884933382399998,0.11652661,0.0989144936484,0.168207047,0.07391142633339999,0.20676868899999998,0.17952223790199998,0.0927294297559,0.0324632844709,0.039738988577,0.090236974,0.0393276736911,0.025900126735299997,0.030916563543599996,0.016325896,0.026678422583400002,0.13314790982000002
RERE,0.0122391638344,0.008175805,0.007917676066049999,0.0030158059999999998,0.006535469876569999,0.0040215220000000005,0.00404088541411,0.0008482195155479999,0.00821643181495,0.00105307608332,0.003012955,0.00214922070108,0.0027568499476799996,0.00225294739984,0.003692173,0.00401538914031,0.00219455098453
WDR33,0.00164887708255,0.0025649229999999998,0.00157794783165,0.00023160400000000003,0.0007951785499089999,0.00040014699999999995,0.00033048843100899996,0.00017449481351900002,0.0014752966847100001,0.00021800137672199998,0.0005972530000000001,0.00041709242345599996,0.0008174222786439998,0.000319561069988,0.00020669700000000002,0.000288968261509,0.000368096247563
LMBR1L,0.16002542629,0.17181560699999998,0.145298236943,0.161725183,0.10449015980200001,0.19778476600000003,0.198580308161,0.0623663327073,0.062500915968,0.031534436123,0.109005931,0.06440951462719999,0.05012807516480001,0.07495969664369999,0.053902791,0.0798847910324,0.173472315473
SERPINB9P1,0.0752951508558,0.040152576,0.0313441165636,0.023664159,0.0223165993525,0.045595419000000005,0.0393475808722,0.0116233282192,0.010350618068,0.00722560548341,0.018344144,0.0103500734334,0.00813422574088,0.009413884036950001,0.008525161,0.017107032542399998,0.0196009777224
TRAF5,0.0675537742066,0.051982296,0.037021474432,0.031920712000000004,0.0283882846499,0.058913927000000005,0.0529064018358,0.00844837523163,0.0164043074183,0.00257064876742,0.018242337,0.0101351322595,0.007523250563159999,0.0123899548296,0.006607834,0.0120913918876,0.0204786630875
PATZ1,0.042621812945,0.04775335,0.0326389012788,0.017191255,0.0213665517155,0.033243818,0.0326537722866,0.012851293040799999,0.0164974091705,0.0036672976939099997,0.02203928,0.0176667892068,0.011105428988999999,0.018548982808400002,0.026437196,0.0227425652966,0.018646444063400002
SRM,0.00848252874703,0.007482344,0.00433616601358,0.002835453,0.0025248249296100003,0.007189776,0.00924086636078,0.0006625425947330001,0.0005639442634540001,0.00047450938729200003,0.00099649,0.00101504731413,0.000703943907605,0.0006440415221799999,0.000548504,0.00115213903363,0.00205806603331
SLC25A39,0.0598511124165,0.073034677,0.0427344580401,0.026117997999999996,0.0355732240363,0.046380033,0.0498076010762,0.0059453702018900005,0.0117035340405,0.00343171145844,0.015799102,0.00834928520288,0.00670802893225,0.0104267359823,0.005969118000000001,0.012690901251299997,0.017760186876999998
LIPT2,0.08569596484769999,0.180966317,0.0953523336437,0.049243719000000005,0.0953906609443,0.103588449,0.060433621094500005,0.0343885554709,0.0675927402982,0.0027121765517600003,0.048497451,0.0706599939799,0.03554631388519999,0.041406281709699996,0.11732398699999999,0.0607104244725,0.057719145376900004
NOTCH1,0.0200743341663,0.017349833000000002,0.0127980581475,0.006193786,0.012647869770200002,0.011285581999999999,0.010557617171,0.0023149813818000003,0.0048543302477600005,0.0029751774900399998,0.006190963000000001,0.0050651166284300005,0.00266155463243,0.00385709947533,0.003023397,0.00923778084516,0.006300685821340001
WEE1,0.0286246930399,0.032024336,0.0183078658035,0.003908435,0.0142066065112,0.009019313000000001,0.0092379504402,0.00253385538633,0.00646160945539,0.0011744054570999999,0.007318036,0.00831052434055,0.004519542230199999,0.0037070585333899998,0.010254252,0.00720562064779,0.00957097957784
RBCK1,0.0400479505643,0.036922288,0.0356067721224,0.021987044,0.0358253932316,0.01563802,0.0199422648358,0.021673392386799998,0.0030153129939299995,0.017614920403099997,0.024803322000000003,0.0311816877327,0.0226726159137,0.0268511258925,0.012867162,0.022628529961200003,0.0282463570116
APOBEC3F,0.0371823144668,0.057659362,0.0462589255512,0.087078503,0.0715626932087,0.060018080999999994,0.0575454830242,0.05084246213819999,0.0333469219337,0.0299277401552,0.050934892999999995,0.0310280647976,0.0359469697084,0.0290512667683,0.037160097999999996,0.0240498199205,0.056254413168800005
JMY,0.00961732198842,0.008186216999999999,0.005198306671890001,0.004756376,0.0048909792875000005,0.008724092,0.00733181350522,0.00167804955678,0.009505774241590001,0.00220677434006,0.00349005,0.00279513999098,0.00347273343344,0.00281881390946,0.003246111,0.00264550129079,0.00290942535442
GALNS,0.0515997484888,0.055037623,0.0399734207061,0.038251381,0.037581998889599996,0.041746346000000004,0.0390738991632,0.0268813699512,0.0215624356734,0.014397838175700001,0.02110129,0.020806371353,0.014706875752,0.0213139903045,0.015485308,0.022249736947599998,0.0245503835713
GTF2F1,0.00775511996701,0.008794584,0.00574351031221,0.002097235,0.00223193059267,0.006303960999999999,0.00591208644039,0.00039653772900000004,0.00041907873361400003,8.520143731999998e-05,0.0016046679999999998,0.00018129304923599998,0.00074363237484,0.000630908702222,0.000162254,0.000632014005079,0.0029556558887899997
PAPSS1,0.00338270485436,0.00209181,0.0031656394591900003,0.0015455879999999999,0.000854222654977,0.003808023,0.00428665371029,0.0010201827713800001,0.0014276170212599998,0.00011060980883,0.000956212,0.0011669479199900002,0.0005729185538320001,0.000795923747737,0.00100928,0.0009225262596260001,0.0018093976421199999
NAA20,0.0397573398288,0.030197707,0.0273885756821,0.01737779,0.0145593563451,0.045337947,0.0323218447815,0.011325016891299998,0.00579050653735,0.00329911516226,0.012548641000000001,0.00476099635172,0.0036149088245700004,0.00741481159428,0.004407132,0.0063989196865900004,0.0208428528492
RHBDD1,0.0149195891926,0.010034544,0.012931774663,0.008435297,0.011407425035000002,0.00777776,0.00774437768637,0.00547742453171,0.011957627075,0.007685047253140001,0.008141225,0.007564541842100001,0.00961131226181,0.0097976034009,0.009932185,0.00903053815653,0.00971102087955
TRIM41,0.047282717316800005,0.054483795999999994,0.032891243111,0.008719989000000001,0.0272321696175,0.027861469,0.023938964563599997,0.00225027780363,0.0120575449556,0.00189394489499,0.014642813000000001,0.005423092605409999,0.00279097487721,0.006475914956330001,0.008598421,0.0058008311803699995,0.0175208688859
ASPH,0.00315233169572,0.003213355,0.000669264267706,0.001504114,0.00246053039598,0.000760528,0.0017420953238299999,0.000668619814872,0.00158271955201,0.000320206867655,0.000304211,0.0005485772686109999,0.000678308379431,0.00081464751687,0.000220153,0.0010794584963,0.0008734771984520001
VPS11,0.0419716767794,0.050112175999999994,0.029715154435900008,0.041871281,0.0146498394115,0.057385030999999996,0.0465070597296,0.008109745404600001,0.0035954103231400003,0.0026602292710100005,0.020032445,0.006861702324609999,0.00296903953615,0.00819659684568,0.005118232,0.0130079781529,0.0424709200476
SNRPD2,0.00311824040218,0.0019520310000000001,0.0019611110901400003,0.0020897010000000002,0.000706536997901,0.001292711,0.0013413391744099999,0.00115446152077,0.000502640796802,0.00027118473474299995,0.0012358669999999999,0.000380439244034,0.0007335681202300001,0.00021354200617400003,0.000273078,0.00044302916562599995,0.00146086549083
ERAL1,0.0541190546454,0.053311385999999995,0.0314581817369,0.03406209,0.016545034496799997,0.057923649,0.046351929042300004,0.008015615875779999,0.00424984108411,0.00146959418493,0.012593456999999999,0.00251047931956,0.00510651312741,0.0065968698679700006,0.0035988440000000003,0.00622231701634,0.026760117010499997
BECN1,0.0397846973706,0.034950586,0.0216130545543,0.031803855,0.0118748130088,0.039651786,0.0407679942432,0.00913423602336,0.0035578861540500003,0.00358882820068,0.012838101999999999,0.00411125754621,0.0038180526562299998,0.004857637062609999,0.003690712,0.00906100761915,0.0215656817669
NRBP1,0.0365491074929,0.032131397,0.0227427099431,0.011832124,0.0113370744634,0.023457098,0.024136079166599995,0.00251751906119,0.0032844057465399997,0.00110739883443,0.010481684,0.00524803273885,0.00263174298905,0.00351982128375,0.0034515279999999997,0.00678202230792,0.0184464407489
IFNAR1,0.134999582484,0.066230308,0.0617852265726,0.052484148,0.035150992025300004,0.049030635999999996,0.047514109793400004,0.0141070929312,0.013187672736599999,0.0269144847093,0.04727712,0.0128717075141,0.0137709261895,0.0212962953385,0.011662125,0.022901727480299998,0.0680437063824
XAF1,0.0391263468474,0.024538703,0.017641351585999998,0.014433366999999999,0.012632066893,0.026024885,0.0231131795301,0.0104397256259,0.0104006196401,0.007146234635459999,0.007098492,0.00623201282026,0.00527477305993,0.00545370043845,0.010161801,0.00724540158663,0.008243686563479999
PHF20L1,0.0213265073907,0.025943661,0.016075372398399998,0.032090607,0.0122540260981,0.034146878,0.041817644238199995,0.018284392218,0.0112108998033,0.0115172814743,0.01600838,0.0100152615354,0.00882918242849,0.0104249012446,0.01146889,0.008062793274470001,0.0178977723572
ABCB10,0.0291602726399,0.019205965,0.019586973547900004,0.010265069,0.0107322617502,0.018570371999999998,0.012010673626000001,0.0024174914099,0.0038216480258099995,0.000832145041165,0.007251056999999999,0.0035543111621900002,0.00255626576778,0.00302819300933,0.00131497,0.0030516861710900003,0.012388981389099999
TMEM223,0.185582725982,0.195193478,0.122696113772,0.101407395,0.136842566445,0.144456084,0.150463757909,0.0499517955897,0.0454118134314,0.08668161351579999,0.112466414,0.0561480781323,0.0572704705126,0.07751924174080001,0.028964999999999998,0.0802983037395,0.169747706977
C7orf50,0.006607251127590001,0.006962915,0.00518517432893,0.004150383,0.005305556652659999,0.00563986,0.00497839125697,0.0064093361586300005,0.00448962108384,0.00309504033204,0.004707925,0.00534095143883,0.00382361814359,0.005552997558,0.003958014,0.00318925625175,0.004526154259810001
ZBED4,0.00616326191779,0.007279007,0.0062522336346400005,0.00267387,0.00241679736177,0.0035732890000000003,0.00190882805605,0.00100820938341,0.00396723318992,0.0008619436293310001,0.0018469620000000002,0.00135527557222,0.0017561189027599999,0.0011406636401099998,0.0012819139999999999,0.00236550352762,0.00212162417923
FAM179B,0.0110227717812,0.012656252,0.0107700136563,0.011014656999999999,0.0085475824873,0.01214873,0.010053471353600001,0.006659968611720001,0.007883565109689999,0.00797308913418,0.0109942,0.00929082117341,0.00780819383754,0.0060337493408699995,0.004504245,0.010436472111200001,0.011055265831
PIBF1,0.00334498620622,0.00267766,0.00251736060115,0.001879042,0.0015541600738299998,0.002108224,0.0023460781747600004,0.0012035206686300001,0.0034294756568499997,0.0009586415385730001,0.00217568,0.00140163663023,0.00176553201706,0.0011551625789000001,0.0013271160000000001,0.00126081114687,0.0016075769618
HENMT1,0.0322681410596,0.019635262,0.0116555222208,0.007807879,0.00668617567879,0.018046946,0.0128310816042,0.00230534323963,0.0032411816062500004,0.0017964103450499999,0.004198589,0.0036751141712600003,0.0016644158188099999,0.0018879247776400002,0.001216532,0.0030908213134,0.009248569087629999
CDK17,0.00950975965197,0.006801026999999999,0.005143122823449999,0.002919837,0.00340190271427,0.004097572,0.00458145418634,0.000813981794453,0.00348859318937,0.00069044468244,0.002997525,0.00169348887478,0.00195747391585,0.00190400453014,0.002327475,0.00286360902112,0.0037564959328000003
SBNO2,0.0417596018898,0.039115018,0.0246309767405,0.021066003,0.0175070746117,0.024722382,0.0239596260727,0.00537629367983,0.00555243179929,0.00313391997782,0.011446788999999999,0.00670076216332,0.00500575833943,0.00529905467728,0.004347959,0.00713307102417,0.0175076412179
WDR25,0.00667656686279,0.004758349,0.0043246949310100005,0.0015465960000000001,0.0020372347667199997,0.0031796109999999997,0.0029967699455900002,0.00101784380971,0.00464617604092,0.00033549172862700003,0.0027026690000000004,0.0012209824271,0.00142234319858,0.0022922375060199997,0.0014039620000000001,0.0033832093980599998,0.0026450048547700003
ATP6V1C1,0.0247180879011,0.015596988999999999,0.0189627767867,0.009787695,0.014159930484799998,0.01600656,0.0162626031214,0.00513456949349,0.00923802591614,0.0030875807301999993,0.008266691,0.005427999334529999,0.0028649164389399997,0.00530036855763,0.003842453,0.00627287247889,0.007323680020069999
PDS5A,0.0014701229297,0.001089072,0.0007204291306060003,0.00127004,0.000677154123083,0.000939032,0.0010167388859,0.0005171006785530001,0.000774665343298,0.000240821483103,0.000787968,0.00034216718191,0.000272747497129,0.000288649099285,0.000317778,0.00038616742783000003,0.0009246412220499999
TRAPPC10,0.016600357325,0.014246799999999999,0.010770888322,0.010738348,0.00782495352883,0.016258814,0.0174365622595,0.0063026735508300005,0.00519366745758,0.004791347481180001,0.00624567,0.00515778949886,0.00409765158489,0.00548445342337,0.00512388,0.007223111670359999,0.00895199364317
ZC3H18,0.0164992202371,0.0179304,0.0106764276431,0.015373158,0.007066883143710001,0.025657572000000003,0.020154845759,0.00823095796118,0.0028267687312600004,0.0030086632423000003,0.00653366,0.0028200211727,0.00271921634356,0.00220449475975,0.001739614,0.00322612129871,0.0131945325766
LTN1,0.024016184248900004,0.020947659,0.0169587444029,0.023557357,0.0159563906758,0.026274561000000002,0.022430797447900004,0.009959381899299999,0.0108993078802,0.00438505237639,0.011469893,0.00929012825581,0.008119822919649999,0.00935136351722,0.008076711,0.0103880480125,0.014433193261799999
KIAA1551,0.0148105060833,0.015770753000000002,0.0105734914332,0.012986445,0.0112892396841,0.016077165,0.0128539920751,0.00775912981318,0.0127820265018,0.008752817525549999,0.013587007,0.0104635375445,0.0104584245472,0.008820307946799999,0.01293466,0.00887120701309,0.00872446096837
